station_name,show_type,show_kind_name,show_description,show_id,show_title,show_date,show_since,show_till,relation_type,show_duration_minutes,moderators 
Radiožurnál,EVENING,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Michaela van Erne.,18677765,Víkendový Radiožurnál,2023-04-29,20:33:00,21:00:00,premiéra,27,Michaela van Erne
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18677766,Zprávy,2023-04-29,21:00:00,21:05:00,premiéra,5,
Radiožurnál,EVENING,Publicistika - Dokument/Feature,,18677769,Příběhy 20. století,2023-04-29,21:06:00,21:54:00,repríza,48,
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18677770,Zprávy,2023-04-29,21:30:00,21:31:30,premiéra,2,
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18677774,Zprávy,2023-04-29,22:00:00,22:04:00,premiéra,4,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Michaela van Erne.,18677777,Víkendový Radiožurnál,2023-04-29,22:05:00,23:00:00,premiéra,55,Michaela van Erne
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18677778,Zprávy,2023-04-29,22:30:00,22:32:00,premiéra,2,
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18677781,Zprávy,2023-04-29,23:00:00,23:04:00,premiéra,4,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby","Hostem je Štěpán Hon, fotograf, dokumentarista. Moderuje Vladimír Kroc. (repríza)",18677784,Večerní Host Radiožurnálu,2023-04-29,23:05:00,00:00:00,premiéra,-1385,Vladimír Kroc
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18677785,Zprávy,2023-04-29,23:30:00,23:32:00,premiéra,2,
Plus,NIGHT,Zpravodajství,Aktuální události doma i ve světě,18602852,Zprávy,2023-04-01,00:00:00,00:10:00,premiéra,10,
Plus,NIGHT,Publicistika,"Hostem je Vít Janiš z Mendelovy univerzity v Brně. Stovky podnikatelů, odborníků a vědců včetně Elona Muska či Steva Wozniaka vyzývají vývojáře, aby dočasně pozastavili vývoj výkonných systémů umělé inteligence. Co se může při spontánním vývoji umělé inteligence stát? Může být výzva účinná? Vladimír Kroc se zeptá jednoho z českých signatářů výzvy.",18602853,Dvacet minut Radiožurnálu,2023-04-01,00:10:07,00:34:20,repríza,25,
Plus,NIGHT,Publicistika,"Naše srdce zažila 33 báječných let. Zjistili jsme, že není nutno umřít v šedesáti a že úmrtím takzvaně ""na srdíčko"" jde předcházet jak zdravějším životním stylem, tak modernější léčbou. Česká srdce - téma pro novináře Českého rozhlasu. Matěj Skalický se ptá dataře Jana Bočka a Ondřeje Vaňury z vědecké redakce.",18602854,Vinohradská 12,2023-04-01,00:35:01,00:59:06,repríza,25,Matěj Skalický
Plus,NIGHT,Zpravodajství,Aktuální události doma i ve světě,18602855,Zprávy,2023-04-01,01:00:00,01:05:35,premiéra,6,
Plus,NIGHT,Zpravodajství,"Pětiminutový přehled aktuálního dění v anglickém jazyce. News in English offers a concise, English-language overview of events in the Czech Republic in the areas of politics, the economy and culture.",18602856,Zprávy v angličtině/News in English,2023-04-01,01:05:35,01:10:38,premiéra,6,
Plus,NIGHT,Publicistika,"Rusko chce umístit jaderné zbraně v Bělorusku a Ukrajina se stále brání ruské agresi. Jak se změnila podoba války od jejího začátku, to okomentoval bezpečnostní analytik Michal Smetana v pořadu Jak to vidí Českého rozhlasu Dvojka. Ptala se Zita Senková.",18602857,Jak to vidí...,2023-04-01,01:10:45,01:29:38,repríza,19,
Plus,NIGHT,Zpravodajství,,18602858,Zprávy v půl,2023-04-01,01:30:00,01:33:33,premiéra,4,
Plus,NIGHT,Publicistika,"Anna Beata Háblová, architektka a spisovatelka. Jako mladá architektka získala řadu ocenění. Její básně jsou přeložené do několika jazyků. A teď má za sebou vydařený prozaický debut, román Směna. Jak vnímá své úspěchy ona sama? Co soudí o konkurenci umělé inteligence? A může podle ní umění porazit zlo? Moderuje Lucie Vopálenská.",18602859,Osobnost Plus,2023-04-01,01:33:40,01:59:38,repríza,26,Lucie Vopálenská
Plus,NIGHT,Zpravodajství,Aktuální události doma i ve světě,18602860,Zprávy,2023-04-01,02:00:00,02:05:32,premiéra,6,
Plus,NIGHT,Publicistika,"Západní část Kanárského souostroví je zelenější, je tam krásné klima a je to živel, říká host Hovorů, lodní kapitán Jiří Kučera. Proč je zajímavější poznávat Kanárské ostrovy z moře než jenom ze souše? A jak složité je vedení lodi v této oblasti Atlantiku? Moderuje Vladimír Kroc.",18602861,Hovory,2023-04-01,02:05:39,02:29:16,repríza,24,
Plus,NIGHT,Zpravodajství,,18602862,Zprávy v půl,2023-04-01,02:30:00,02:33:49,premiéra,4,
Plus,NIGHT,Publicistika,"Donald Trump byl jako vůbec první exprezident USA obviněn z trestného činu. Dukovany a Temelín před zátěžovou zkouškou. Vliv koncertní síně na další osud ostravského primátora Macury. Proč chce Ukrajina americké stíhačky. Lidé z humanitních a společenskovědních oborů se přihlásili o slovo. Nikdo není tím, za koho se vydává. To jsou titulky dnešního komentářového pořadu. Moderuje Radko Kubičko.",18602863,Názory a argumenty,2023-04-01,02:33:56,02:59:56,repríza,26,Radko Kubičko
Plus,NIGHT,Zpravodajství,Aktuální události doma i ve světě,18602864,Zprávy,2023-04-01,03:00:00,03:05:42,premiéra,6,
Plus,NIGHT,Publicistika,"Březen 1993 byl třetím měsícem existence samostatné České republiky. Co se tehdy dělo? Do politiky naplno vstoupil Miloš Zeman, klíčovým tématem bylo dělení majetku federace. Další zajímavé události, staré třicet let, připomene prostřednictvím dobových ukázek pořad Archiv Plus Tamary Kocourkové.",18602865,Archiv Plus,2023-04-01,03:05:49,03:29:45,repríza,24,
Plus,NIGHT,Zpravodajství,,18602866,Zprávy v půl,2023-04-01,03:30:00,03:33:35,premiéra,4,
Plus,NIGHT,Publicistika,"Ovocnářská unie varuje, že v Česku dramaticky ubývá ovocných sadů. Pěstování jablek a dalších odrůd je prý natolik nerentabilní, že ovocnáři stromy mnohdy raději pokácejí a sady vymění za pole s řepkou. Kdo může za problémy s odbytem českého ovoce? Měl by zasáhnout stát a podpořit sadaře finanční dotací nebo ti, kteří hospodaří efektivně a nabízejí kvalitní zboží, problémy s prodejem své sklizně nemají? Zeptáme se předsedy Ovocnářské unie, viceprezidenta Agrární komory Martina Ludvíka a biofarmáře Jiřího Syrovátky.",18602867,Pro a proti,2023-04-01,03:33:42,03:57:31,repríza,24,
Plus,NIGHT,Zpravodajství,Aktuální události doma i ve světě,18602868,Zprávy,2023-04-01,04:00:00,04:05:35,premiéra,6,
Plus,NIGHT,Publicistika,"V dnešních Příbězích 20. století se Adam Drda vrací k osudům někdejší předlistopadové disidentky a středoškolské pedagožky Hany Jüptnerové, která - mimo jiné - vychovala několik dětí v pěstounské péči. Hana Jüptnerová zemřela v roce 2019.",18602869,Příběhy 20. století,2023-04-01,04:05:42,04:29:44,repríza,25,
Plus,NIGHT,Zpravodajství,,18602870,Zprávy v půl,2023-04-01,04:30:00,04:33:38,premiéra,4,
Plus,NIGHT,Publicistika,"V dnešních Příbězích 20. století se Adam Drda vrací k osudům někdejší předlistopadové disidentky a středoškolské pedagožky Hany Jüptnerové, která - mimo jiné - vychovala několik dětí v pěstounské péči. Hana Jüptnerová zemřela v roce 2019.",18602871,Příběhy 20. století,2023-04-01,04:33:45,04:59:42,repríza,26,
Plus,NIGHT,Zpravodajství,Aktuální události doma i ve světě,18602872,Zprávy,2023-04-01,05:00:00,05:05:10,premiéra,6,
Plus,NIGHT,Publicistika,"Profesor Lubor Karlík se narodil v roce 1928 v Praze, v roce 1948 emigroval, pobýval v Austrálii i USA. Tam byl například stálým členem generálního sekretariátu OSN za USA, později pak z pověření Světové banky radil indické vládě. Začátkem devadesátých let přednášel na Vysoké škole ekonomické v Praze, později žil ve Vídni. Hned dvakrát jej občanské organizace navrhovaly českým poslancům jako kandidáta na českého prezidenta - poprvé v roce 1995, podruhé v roce 2002. Pohnutý životní příběh Lubora Karlíka zpracoval pro dvoudílný pořad z cyklu Pamětníci publicista Milan Hanuš v roce 2005.",18602873,Dokument Plus,2023-04-01,05:05:16,05:55:46,repríza,51,
Plus,MORNING,Zpravodajství,Aktuální události doma i ve světě,18602875,Zprávy,2023-04-01,06:00:00,06:06:28,premiéra,7,
Plus,MORNING,Publicistika,"Lukáš Brchl, zakladatel a výkonný ředitel společnosti Dronetag. Předsedkyni poslanecké sněmovny Markétu Pekarovou Adamovou doprovázela do Jižní Koreje a na Tchaj-wan i početná skupina podnikatelů. Podepsalo se několik memorand o spolupráci. Jak přesně vypadá jednání s tchajwanskými partnery? A jak moc se do byznysu v této části světa plete geopolitika? Moderuje Jan Bumba.",18602876,Interview Plus,2023-04-01,06:06:28,06:32:01,repríza,26,Jan Bumba
Plus,MORNING,Zpravodajství,,18602877,Zprávy v půl,2023-04-01,06:32:04,06:33:56,premiéra,2,
Plus,MORNING,Publicistika,"Donald Trump byl jako vůbec první exprezident USA obviněn z trestného činu. Dukovany a Temelín před zátěžovou zkouškou. Vliv koncertní síně na další osud ostravského primátora Macury. Proč chce Ukrajina americké stíhačky. Lidé z humanitních a společenskovědních oborů se přihlásili o slovo. Nikdo není tím, za koho se vydává. To jsou titulky dnešního komentářového pořadu. Moderuje Radko Kubičko.",18602878,Názory a argumenty,2023-04-01,06:33:56,06:59:56,repríza,26,Radko Kubičko
Plus,MORNING,Zpravodajství,Aktuální události doma i ve světě,18602879,Zprávy,2023-04-01,07:00:00,07:05:34,premiéra,6,
Plus,MORNING,Publicistika,"České dráhy a Asociace železničních dopravců Slovenska upozornily na špatný stav železniční infrastruktury v zemi a vybídly k nápravě. Slovenské ministerstvo dopravy výhrady ke stavu tratí uznalo. K vybavení obsluhy ponorek patří periskop. Jenže z periskopů se stalo velmi žádané zboží i na Ukrajině. V zákopové válce pomáhá starobylý přístroj přežít, a i takovou pomoc veze v těchto dnech na východní frontu organizace Post Bellum. Pět amerických států zasáhlo na 30 tornád. V Arkansasu nejméně 2 lidé zemřeli.",18602880,Ranní Plus,2023-04-01,07:05:34,08:00:00,premiéra,55,
Plus,MORNING,Zpravodajství,,18602881,Zprávy v půl,2023-04-01,07:30:00,07:33:33,premiéra,4,
Plus,MORNING,Zpravodajství,Aktuální události doma i ve světě,18602882,Zprávy,2023-04-01,08:00:00,08:06:33,premiéra,7,
Plus,MORNING,Publicistika,"Ministr práce Marian Jurečka z KDU-ČSL předloží do dvou týdnů návrh novely týkající se růstu penzí. Nově taky do týmu připravujícímu důchodovou reformu pozval zástupce odborářů. Do Egypta přijíždí syrský ministr zahraničí a navazuje tak na dřívější vstřícné signály arabských zemí vůči Asadovu režimu. Své udělalo i nedávné zemětřesení. Senátory navštívil poprvé ve funkci prezident Petr Pavel - doteď spíš mimořádná událost, ze které chce hlava státu udělat tradici. Startují zápisy do prvních tříd. Základní školy očekávají podobný počet nových prvňáků jako loni, tedy kolem 140 tisíc. Na většině českých památek dneškem začíná hlavní turistická sezóna. V Kroměříži například pro návštěvníky připravili společnou vstupenku do Arcibiskupského zámku a Květné zahrady. Brno upevňuje svou pozici na literární mapě světa. Dnes se tam otevírá knihovna spisovatele Milana Kundery. Návštěvníci si tam budou moci prohlédnout tisícovky knih, fotografie i Kunderovy obrazy, které namaloval v Bretani na žádost své manželky Věry. Moderuje Ondřej Látal.",18602883,Ranní Plus,2023-04-01,08:06:33,08:29:39,premiéra,24,Ondřej Látal
Plus,MORNING,Zpravodajství,,18602884,Zprávy v půl,2023-04-01,08:30:18,08:33:32,premiéra,4,
Plus,MORNING,Publicistika,"Politika, společnost, byznys, věda. Moderuje Ondřej Látal.",18602885,Ranní Plus,2023-04-01,08:33:32,08:59:08,premiéra,26,Ondřej Látal
Plus,MORNING,Zpravodajství,Aktuální události doma i ve světě,18602886,Zprávy,2023-04-01,09:00:00,09:06:32,premiéra,7,
Plus,MORNING,Publicistika,"Finská premiérka Sanna Marinová bude v neděli obhajovat svůj post. Parlamentní volby budou nejspíš velmi těsné a není jasné, zda její sociální demokracie zůstane u moci nebo zamíří do opozice. Máte velké auto a problémy s parkováním na veřejných parkovištích? Nemusí to nutně souviset s vaší řidičskou zručností, některá parkovací místa jsou totiž pro současná auta příliš úzká. Ode dneška nemusí mít řidiči na autech zimní pneumatiky. V některých místech ale tato povinnost platí dál. Řidiče na to upozorní modrá značka, na které je bílý piktogram auta a sněhové vločky. Je ale vhodné teď měnit obutí svého vozu? Moderuje Ondřej Látal.",18602887,Ranní Plus,2023-04-01,09:06:32,09:30:00,premiéra,24,Ondřej Látal
Plus,MORNING,Zpravodajství,,18602888,Zprávy v půl,2023-04-01,09:30:00,09:34:18,premiéra,5,
Plus,MORNING,Publicistika,"Česká národní banka na svém zasedání naznačila, že by mohla přehodnotit svou dlouhodobou strategii stabilizace úrokových sazeb, protože v Česku rostou mzdy až příliš rychle. Jak je reálné, že po roce boje za stabilizaci sazeb je zvýší? A hrozí nám ona mzdově inflační spirála? Václav Pešička se zeptá hlavního ekonoma České spořitelny Davida Navrátila.",18602889,Řečí peněz,2023-04-01,09:34:18,09:59:17,repríza,25,Václav Pešička
Plus,NOON,Zpravodajství,Aktuální události doma i ve světě,18602890,Zprávy,2023-04-01,10:00:00,10:06:17,premiéra,7,
Plus,NOON,Publicistika - Dokument/Feature,"Příběh Stalinova pomníku v Praze na Letné, kdo ho navrhl, kdo ho postavil a kdo ho zbořil - o tom bude další díl cyklu Jak to bylo doopravdy?  Připravila Ivana Chmel Denčevová. Režii měl Michal Bureš.",18602891,Jak to bylo doopravdy,2023-04-01,10:06:33,10:29:16,repríza,23,Ivana Chmel Denčevová
Plus,NOON,Zpravodajství,,18602892,Zprávy v půl,2023-04-01,10:30:00,10:33:32,premiéra,4,
Plus,NOON,Publicistika,"Proč stojí za pozornost tichá žába z Tanzánie? Jak dokázali v evoluci přežít obojživelníci s výrazným zbarvením? Proč není dobré si dávat žabí stehýnka? Debatují herpetolog Václav Gvoždík, molekulární genetik a bioinformatik Jan Pačes, spoluúčinkuje herečka Kamila Špráchalová. Moderuje Martina Mašková.",18602893,Laboratoř,2023-04-01,10:33:40,10:59:29,premiéra,26,Martina Mašková
Plus,NOON,Zpravodajství,Aktuální události doma i ve světě,18602894,Zprávy,2023-04-01,11:00:00,11:06:58,premiéra,7,
Plus,NOON,Publicistika,"Letošní léto bude patřit úsporným opatření, která mají se státní dopomocí zlepšit energetickou úspornost budov a zmírnit dopady stále vysokých cen energií na české domácnosti. Jaká opatření jsou vhodná a mají dostatečnou státní podporu ti nízkopříjmoví? Jak se mění vlivem vysokých cen energií naše ideální bydlení? Otázky pro Souvislosti Václava Pešičky.",18602895,Souvislosti Plus,2023-04-01,11:06:58,11:59:56,repríza,53,
Plus,AFTERNOON,Zpravodajství,Zpravodajský souhrn,18602898,Hlavní zprávy,2023-04-01,12:00:00,12:10:00,premiéra,10,
Plus,AFTERNOON,Zpravodajství,Události dne v rozhovorech s aktéry a komentátory,18602899,"Hlavní zprávy - rozhovory, komentáře",2023-04-01,12:10:00,12:30:00,premiéra,20,
Plus,AFTERNOON,Zpravodajství,,18602900,Zprávy v půl,2023-04-01,12:30:00,12:33:42,premiéra,4,
Plus,AFTERNOON,Publicistika,Andrej Babiš na tribuně demonstrace. Zákon o snížení valorizace důchodů. Jižní Korea a Tchaj-wan. Kyjevsko-Pečorská lavra. Strana Smer bývalého slovenského premiéra Roberta Fica. Obžaloba Donalda Trumpa. Moderuje Petr Hartman.,18602901,Názory a argumenty,2023-04-01,12:33:42,12:59:40,premiéra,26,Petr Hartman
Plus,AFTERNOON,Zpravodajství,Aktuální události doma i ve světě,18602902,Zprávy,2023-04-01,13:00:00,13:06:04,premiéra,7,
Plus,AFTERNOON,Publicistika,"Výběr z komentářů, analýz a reportáží zahraničních médií",18602903,Svět ve 20 minutách,2023-04-01,13:06:04,13:29:35,premiéra,24,
Plus,AFTERNOON,Zpravodajství,,18602904,Zprávy v půl,2023-04-01,13:30:00,13:33:55,premiéra,4,
Plus,AFTERNOON,Publicistika,"Týdeník Kultura Plus vás provede výstavou Josefa Mánesa, která tento týden začala ve Valdštejnské jízdárně v Praze. Představí ale také přehled divadelních premiér, nebo reportáž z nově opravené Astronomické věže. Připravila Michaela Vetešková.",18602905,Kultura Plus,2023-04-01,13:33:55,13:59:41,premiéra,26,
Plus,AFTERNOON,Zpravodajství,Aktuální události doma i ve světě,18602906,Zprávy,2023-04-01,14:00:00,14:06:14,premiéra,7,
Plus,AFTERNOON,Publicistika,Je etické v politickém marketingu využívat šíření strachu? A je vůbec možné nepodléhat proklamacím kampaní? Odborník na politickou komunikaci - proděkan University v Lesteru profesor Paul Baines - je hostem Lenky Pištěkové ve Studiu Leonardo.,18602907,Studio Leonardo,2023-04-01,14:06:14,14:29:30,premiéra,24,
Plus,AFTERNOON,Zpravodajství,,18602908,Zprávy v půl,2023-04-01,14:30:00,14:34:13,premiéra,5,
Plus,AFTERNOON,Publicistika,"Tuzemské banky loni poprvé v historii vydělaly přes sto miliard korun. Těžily hlavně z vysokých úrokových sazeb, kterými Česká národní banka bojuje proti inflaci. Jak se bude situace vyvíjet letos? Dosáhla nervozita vyvolaná pádem bank v USA a potížemi švýcarské Credit Suisse až k nám? A co by pro české banky znamenalo zrušení státní podpory stavebního spoření? Ekonomická analytička Jana Klímová se ve svém pořadu Peníze a vliv ptá šéfa Komerční banky Jana Juchelky.",18602909,Peníze a vliv,2023-04-01,14:34:13,14:59:23,repríza,26,
Plus,AFTERNOON,Zpravodajství,Aktuální události doma i ve světě,18602910,Zprávy,2023-04-01,15:00:00,15:05:54,premiéra,6,
Plus,AFTERNOON,Publicistika,"Magazín o národnostních menšinách v Česku. Poslechněte si rozhovor s politologem Vladimirem Đorđevićem k 20. výročí zastřelení bývalého premiéra Srbska Zorana Đinđiće. Redaktorka Magdaléna Fajtová . Dozvíte se, jak ukrajinská scenáristka a učitelka Natália Shamraiová pomáhá ukrajinským dětem, které utekly před válkou. Redaktorka Goranka Oljača . Redaktorka Jana Šustová byla na inscenaci ""Každý má v sobě dva vlky"", kterou vytvořili zástupci druhé generace Vietnamců žijících v Česku. Připravila a slovem provází Tajana Mančalová.",18602911,Mezi námi,2023-04-01,15:05:54,15:29:53,premiéra,24,Magdaléna Fajtová
Plus,AFTERNOON,Zpravodajství,,18602912,Zprávy v půl,2023-04-01,15:30:00,15:32:29,premiéra,3,
Plus,AFTERNOON,Publicistika - Dokument/Feature,"Anarchisté - tak se jmenuje dnešní díl cyklu Stopy, fakta, tajemství. Popisuje setkání dvou spisovatelů, dobrovolníků  ve vřavě španělské občanské války. Brita George Orwella a Čecha Ilji Barta. První se později stal světoznámým autorem románů, které popisují nelidské praktiky totalitních režimů. Druhý, významný československý levicový spisovatel, překladatel a básník, je dnes prakticky zapomenutý. Vypráví Stanislav Motl.",18602913,"Stopy, fakta, tajemství...",2023-04-01,15:32:29,15:59:50,repríza,28,
Plus,AFTERNOON,Zpravodajství,Aktuální události doma i ve světě,18602914,Zprávy,2023-04-01,16:00:00,16:05:55,premiéra,6,
Plus,AFTERNOON,Publicistika,"V čem je výjimečná novela irské spisovatelky Claire Keeganové Takové maličkosti nominovaná na Man Bookerovu cenu a připravovaná nově i pro filmovou adaptaci, prozradí její překladatelka do češtiny Hana Ulmanová. V recenzní části mimo jiné přiblížíme novinku Petry Hůlové Nejvyšší karta o spisovatelce na prahu padesátky, která se ohlíží za svou úspěšnou kariérou angažované autorky a reflektuje svůj komplikovaný osobní život. A na řadu přijde i pravidelná soutěž. Moderuje Karolína Koubová.",18602915,Knížky Plus,2023-04-01,16:05:55,16:29:53,premiéra,24,Karolína Koubová
Plus,AFTERNOON,Zpravodajství,,18602916,Zprávy v půl,2023-04-01,16:30:00,16:33:42,premiéra,4,
Plus,AFTERNOON,Publicistika,"Nechybělo mnoho a z Bedřicha Hrozného mohl být evangelický farář. Na Vídeňskou univerzitu původně odešel studovat teologii. Už po prvním semestru ale přešel kvůli zaměření na filozofickou fakultu, aby se věnoval filologii. Od dětství vynikal v jazycích. Navíc na gymnáziu v Kolíně se díky jednomu z profesorů setkal s orientalistikou. Vysokoškolské studium indoevropských jazyků tak nebylo překvapením. Pořad připravila Kateřina Havlíková.",18602917,Historie Plus,2023-04-01,16:33:42,16:59:25,repríza,26,
Plus,AFTERNOON,Zpravodajství,Aktuální události doma i ve světě,18602918,Zprávy,2023-04-01,17:00:00,17:06:57,premiéra,7,
Plus,AFTERNOON,Publicistika,"V roce 2022 zasahovalo na území Česka 24 vlčích teritorií, o dvě víc, než rok před tím.  Nejčastěji se k nám dostávají vlci ze středoevropské nížinné populace, jejíž centrum je v západním Polsku a v Německu. Na Moravu a do Slezska vlci přicházejí ze slovenských a polských Karpat. Nejméně v polovině teritorií se vlkům narodila mláďata. Nové oblasti výskytu vlků dobrovolníci z Hnutí Duha Šelmy zjistili v Českém lese a Orlických horách. Na Broumovsku a v Lužických horách pátrala po vlcích Markéta Ševčíková. Vysíláme v repríze.",18602919,Natura,2023-04-01,17:06:57,17:30:53,repríza,24,
Plus,AFTERNOON,Publicistika,"Martin Dorazín se po měsíci vrací na Ukrajinu. Je leden roku 2023. Mír je stále v nedohlednu. Dnipro se naopak vyrovnává s nejtragičtějším útokem od začátku invaze. Ve velkém obytném domě zemřou desítky lidí. S přibývajícími poplachy rostou i obavy, co Moskva chystá na první výročí války. Podcastem Rok ve válce provází Jan Pokorný.",18602921,Rok ve válce,2023-04-01,17:31:36,17:59:43,repríza,29,
Plus,EVENING,Zpravodajství,Zpravodajský souhrn,18602922,Hlavní zprávy,2023-04-01,18:00:00,18:10:00,premiéra,10,
Plus,EVENING,Publicistika,Výběr událostí posledních sedmi dnů připravila Lenka Jansová.,18602923,Týden Plus,2023-04-01,18:10:07,18:33:37,premiéra,24,Lenka Jansová
Plus,EVENING,Publicistika,Andrej Babiš na tribuně demonstrace. Zákon o snížení valorizace důchodů. Jižní Korea a Tchaj-wan. Kyjevsko-Pečorská lavra. Strana Smer bývalého slovenského premiéra Roberta Fica. Obžaloba Donalda Trumpa. Moderuje Petr Hartman.,18602924,Názory a argumenty,2023-04-01,18:33:45,18:59:43,repríza,26,Petr Hartman
Plus,EVENING,Zpravodajství,Aktuální události doma i ve světě,18602925,Zprávy,2023-04-01,19:00:00,19:05:26,premiéra,6,
Plus,EVENING,Publicistika,"Výběr z komentářů, analýz a reportáží zahraničních médií",18602926,Svět ve 20 minutách,2023-04-01,19:05:32,19:29:03,repríza,24,
Plus,EVENING,Zpravodajství,,18602927,Zprávy v půl,2023-04-01,19:30:00,19:33:33,premiéra,4,
Plus,EVENING,Publicistika,"Týdeník Kultura Plus vás provede výstavou Josefa Mánesa, která tento týden začala ve Valdštejnské jízdárně v Praze. Představí ale také přehled divadelních premiér, nebo reportáž z nově opravené Astronomické věže. Připravila Michaela Vetešková.",18602928,Kultura Plus,2023-04-01,19:33:40,19:59:26,repríza,26,
Plus,EVENING,Zpravodajství,Aktuální události doma i ve světě,18602929,Zprávy,2023-04-01,20:00:00,20:06:00,premiéra,6,
Plus,EVENING,Publicistika,"Více než čtyřicet let studené války vysílala z Mnichova rozhlasová stanice Svobodná Evropa, aby informovala miliony posluchačů za železnou oponou o událostech ve světě. Příběhy redaktorů Svobodné Evropy jsou dnes už často zapomenuté. Patří k nim i Olga Kopecká Valeská, která byla poslední ředitelkou českého vysílání Svobodné Evropy. V pořadu Téma Plus ji připomene publicista Pavel Hlavatý.",18602930,Téma Plus,2023-04-01,20:06:00,21:00:01,premiéra,55,
Plus,EVENING,Zpravodajství,Aktuální události doma i ve světě,18602931,Zprávy,2023-04-01,21:00:01,21:05:40,premiéra,6,
Plus,EVENING,Publicistika,"V čem je výjimečná novela irské spisovatelky Claire Keeganové Takové maličkosti nominovaná na Man Bookerovu cenu a připravovaná nově i pro filmovou adaptaci, prozradí její překladatelka do češtiny Hana Ulmanová. V recenzní části mimo jiné přiblížíme novinku Petry Hůlové Nejvyšší karta o spisovatelce na prahu padesátky, která se ohlíží za svou úspěšnou kariérou angažované autorky a reflektuje svůj komplikovaný osobní život. A na řadu přijde i pravidelná soutěž. Moderuje Karolína Koubová.",18602932,Knížky Plus,2023-04-01,21:05:47,21:29:45,repríza,24,Karolína Koubová
Plus,EVENING,Zpravodajství,Aktuální události doma i ve světě,18602933,Zprávy,2023-04-01,21:30:00,21:32:51,premiéra,3,
Plus,EVENING,Publicistika,"Proč stojí za pozornost tichá žába z Tanzánie? Jak dokázali v evoluci přežít obojživelníci s výrazným zbarvením? Proč není dobré si dávat žabí stehýnka? Debatují herpetolog Václav Gvoždík, molekulární genetik a bioinformatik Jan Pačes, spoluúčinkuje herečka Kamila Špráchalová. Moderuje Martina Mašková.",18602934,Laboratoř,2023-04-01,21:32:58,21:58:47,repríza,26,Martina Mašková
Plus,NIGHT,Zpravodajství,Aktuální události doma i ve světě,18602935,Zprávy,2023-04-01,22:00:00,22:05:31,premiéra,6,
Plus,NIGHT,Publicistika,Je etické v politickém marketingu využívat šíření strachu? A je vůbec možné nepodléhat proklamacím kampaní? Odborník na politickou komunikaci - proděkan University v Lesteru profesor Paul Baines - je hostem Lenky Pištěkové ve Studiu Leonardo.,18602936,Studio Leonardo,2023-04-01,22:05:42,22:28:58,repríza,24,
Plus,NIGHT,Publicistika,"Martin Dorazín se po měsíci vrací na Ukrajinu. Je leden roku 2023. Mír je stále v nedohlednu. Dnipro se naopak vyrovnává s nejtragičtějším útokem od začátku invaze. Ve velkém obytném domě zemřou desítky lidí. S přibývajícími poplachy rostou i obavy, co Moskva chystá na první výročí války. Podcastem Rok ve válce provází Jan Pokorný.",18602938,Rok ve válce,2023-04-01,22:29:08,22:57:15,repríza,29,
Plus,NIGHT,Zpravodajství,Aktuální události doma i ve světě,18602939,Zprávy,2023-04-01,23:00:00,23:05:30,premiéra,6,
Plus,NIGHT,Publicistika,Andrej Babiš na tribuně demonstrace. Zákon o snížení valorizace důchodů. Jižní Korea a Tchaj-wan. Kyjevsko-Pečorská lavra. Strana Smer bývalého slovenského premiéra Roberta Fica. Obžaloba Donalda Trumpa. Moderuje Petr Hartman.,18602940,Názory a argumenty,2023-04-01,23:05:40,23:31:38,repríza,26,Petr Hartman
Plus,NIGHT,Lit.pořady - próza,"Hugo Vaníček: Duch a síla (4/10) Václav se snaží pečovat o duchovní život vojáků - v tomto nebezpečném prostředí to považuje za nutnost. Zlobí se však na bezduchý formalismus, kterým se řídí vojenští vůdci a který se dle Václavova názoru projevuje i v takových detailech, že je zázemí vyzdobeno citáty Masaryka. Václav si stojí za tím, že by zde měly být citáty z Bible, neboť její slova jsou trvalejší. Václav postupně přivyká abecedě vojenského života a vede pohřby několika hochů, co zahynuli. Přes prvotní nesouhlas generála se poté přemisťuje s plukem vojáků do bezprostřední blízkosti střelnice. Vzpomínky katolického kněze edičně upravil Jiří Plachý. Pro rozhlas četbu připravila Jana Franková Doležalová. V režii Jaroslava Kodeše čte Jiří Hromada.",18602941,Radiokniha,2023-04-01,23:32:11,23:59:57,repríza,28,
